交易唯一编号,客户名称,主体名称,账户类型,本方名称,本方账户,开户行,交易时间,对手名称,对手账户,收入金额,支出金额,交易金额,账户余额,虚拟账户余额,银行备注,账户方附言,收支方向,一级标签,二级标签,三级标签,标签来源,标签置信度,命中关键词,交易渠道,来源文件名,来源行号
TX000405,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-06 10:19:00,报关行甲,,,16892.03,-16892.03,18828788.55,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,405
TX000406,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-06 11:20:00,北京诚栋集成房屋,,283972.08,,283972.08,19112760.63,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,406
TX000407,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-07 16:48:00,中远海运,,,26339.39,-26339.39,19086421.24,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,407
TX000408,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-08 14:18:00,西轮国运代理,,53417.25,,53417.25,19139838.49,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,408
TX000409,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-08 10:59:00,合肥中南光电,,314498.79,,314498.79,19454337.28,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,409
TX000410,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-09 13:57:00,西轮国运代理,,278257.36,,278257.36,19732594.64,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,410
TX000411,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-09 13:57:00,合肥中南光电,,114399.98,,114399.98,19846994.62,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,411
TX000412,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-11 18:02:00,西轮国运代理,,366820.7,,366820.7,20213815.32,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,412
TX000413,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-12 10:24:00,上海建工集团,,183667.14,,183667.14,20397482.46,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,413
TX000414,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-12 10:36:00,物流仓储乙,,,84620.07,-84620.07,20312862.39,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,414
TX000415,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-12 14:42:00,物流仓储乙,,,129494.03,-129494.03,20183368.36,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,415
TX000416,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-13 12:57:00,中远海运,,,210225.9,-210225.9,19973142.46,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,416
TX000417,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-13 11:43:00,现金,,250807.13,,250807.13,20223949.59,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,417
TX000418,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-16 14:47:00,西轮国运代理,,304819.48,,304819.48,20528769.07,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,418
TX000419,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-16 14:28:00,上海港务,,,77479.77,-77479.77,20451289.3,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,419
TX000420,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-17 11:27:00,报关行甲,,,132078.0,-132078.0,20319211.3,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,420
TX000421,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-17 16:16:00,上海港务,,,127482.42,-127482.42,20191728.88,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,421
TX000422,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-18 08:10:00,上海建工集团,,226694.01,,226694.01,20418422.89,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,422
TX000423,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-19 10:43:00,北京诚栋集成房屋,,96536.15,,96536.15,20514959.04,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,423
TX000424,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-19 16:44:00,报关行甲,,,67089.43,-67089.43,20447869.61,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,424
TX000425,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-20 10:37:00,西轮国运代理,,285258.96,,285258.96,20733128.57,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,425
TX000426,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-20 14:48:00,燃油供应公司,,,161056.4,-161056.4,20572072.17,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,426
TX000427,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-20 14:53:00,上海港务,,,153683.99,-153683.99,20418388.18,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,427
TX000428,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-21 08:03:00,西轮国运代理,,24701.1,,24701.1,20443089.28,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,428
TX000429,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-22 09:10:00,北京诚栋集成房屋,,286617.06,,286617.06,20729706.34,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,429
TX000430,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-22 16:04:00,合肥中南光电,,236290.55,,236290.55,20965996.89,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,430
TX000431,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-25 17:16:00,报关行甲,,,30153.23,-30153.23,20935843.66,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,431
TX000432,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-25 16:20:00,合肥中南光电,,383558.51,,383558.51,21319402.17,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,432
TX000433,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-25 18:44:00,北京诚栋集成房屋,,264912.56,,264912.56,21584314.73,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,433
TX000434,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-26 14:53:00,现金,,,43276.59,-43276.59,21541038.14,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,434
TX000435,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-26 18:10:00,西轮国运代理,,90579.2,,90579.2,21631617.34,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,435
TX000436,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-28 13:20:00,燃油供应公司,,,101050.13,-101050.13,21530567.21,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,436
TX000437,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-10-28 12:15:00,上海建工集团,,229431.0,,229431.0,21759998.21,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,437
TX000438,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-01 10:19:00,上海港务,,,128651.16,-128651.16,21631347.05,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,438
TX000439,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-01 10:28:00,中远海运,,,44053.04,-44053.04,21587294.01,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,439
TX000440,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-01 15:30:00,现金,,,31518.68,-31518.68,21555775.33,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,440
TX000441,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-02 16:27:00,西轮国运代理,,21064.88,,21064.88,21576840.21,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,441
TX000442,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-03 13:04:00,北京诚栋集成房屋,,215556.34,,215556.34,21792396.55,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,442
TX000443,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-04 12:00:00,上海建工集团,,363519.76,,363519.76,22155916.31,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,443
TX000444,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-04 15:05:00,江苏锦祺供应链,,276599.36,,276599.36,22432515.67,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,444
TX000445,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-04 18:55:00,江苏锦祺供应链,,194980.49,,194980.49,22627496.16,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,445
TX000446,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-05 08:46:00,物流仓储乙,,,158768.62,-158768.62,22468727.54,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,446
TX000447,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-06 13:30:00,燃油供应公司,,,145605.58,-145605.58,22323121.96,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,447
TX000448,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-06 18:01:00,上海港务,,,81834.85,-81834.85,22241287.11,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,448
TX000449,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-07 17:23:00,合肥中南光电,,282716.52,,282716.52,22524003.63,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,449
TX000450,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-08 09:14:00,上海建工集团,,234629.7,,234629.7,22758633.33,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,450
TX000451,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-08 12:41:00,上海建工集团,,228283.27,,228283.27,22986916.6,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,451
TX000452,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-08 11:35:00,江苏锦祺供应链,,274690.77,,274690.77,23261607.37,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,452
TX000453,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-09 17:36:00,江苏锦祺供应链,,284755.07,,284755.07,23546362.44,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,453
TX000454,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-09 10:55:00,合肥中南光电,,278207.47,,278207.47,23824569.91,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,454
TX000455,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-09 09:40:00,江苏锦祺供应链,,291549.98,,291549.98,24116119.89,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,455
TX000456,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-11 11:36:00,报关行甲,,,140631.94,-140631.94,23975487.95,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,456
TX000457,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-11 08:25:00,北京诚栋集成房屋,,71984.9,,71984.9,24047472.85,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,457
TX000458,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-11 11:29:00,西轮国运代理,,35860.5,,35860.5,24083333.35,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,458
TX000459,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-12 17:55:00,上海建工集团,,181870.66,,181870.66,24265204.01,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,459
TX000460,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-12 10:23:00,北京诚栋集成房屋,,368651.86,,368651.86,24633855.87,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,460
TX000461,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-13 13:32:00,中远海运,,,208151.31,-208151.31,24425704.56,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,461
TX000462,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-13 17:22:00,现金,,,183226.97,-183226.97,24242477.59,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,462
TX000463,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-15 18:15:00,江苏锦祺供应链,,62928.36,,62928.36,24305405.95,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,463
TX000464,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-15 17:28:00,现金,,283692.56,,283692.56,24589098.51,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,464
TX000465,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-18 12:55:00,西轮国运代理,,90402.14,,90402.14,24679500.65,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,465
TX000466,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-18 12:34:00,报关行甲,,,210689.62,-210689.62,24468811.03,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,466
TX000467,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-18 13:09:00,现金,,,237703.95,-237703.95,24231107.08,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,467
TX000468,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-19 10:39:00,现金,,324172.65,,324172.65,24555279.73,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,468
TX000469,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-19 10:44:00,物流仓储乙,,,104215.51,-104215.51,24451064.22,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,469
TX000470,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-19 16:04:00,报关行甲,,,65010.16,-65010.16,24386054.06,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,470
TX000471,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-20 17:02:00,上海建工集团,,138277.65,,138277.65,24524331.71,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,471
TX000472,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-20 15:24:00,西轮国运代理,,296353.35,,296353.35,24820685.06,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,472
TX000473,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-21 08:15:00,西轮国运代理,,240081.42,,240081.42,25060766.48,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,473
TX000474,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-21 18:09:00,江苏锦祺供应链,,37244.97,,37244.97,25098011.45,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,474
TX000475,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-22 17:36:00,北京诚栋集成房屋,,210000.66,,210000.66,25308012.11,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,475
TX000476,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-22 16:57:00,现金,,397029.36,,397029.36,25705041.47,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,476
TX000477,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-24 12:50:00,物流仓储乙,,,162309.59,-162309.59,25542731.88,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,477
TX000478,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-25 13:47:00,上海港务,,,173520.11,-173520.11,25369211.77,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,478
TX000479,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-26 14:21:00,上海建工集团,,153163.32,,153163.32,25522375.09,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,479
TX000480,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-26 15:32:00,西轮国运代理,,275266.18,,275266.18,25797641.27,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,480
TX000481,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-27 11:00:00,上海港务,,,249191.96,-249191.96,25548449.31,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,481
TX000482,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-27 12:59:00,报关行甲,,,107195.56,-107195.56,25441253.75,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,482
TX000483,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-28 17:35:00,上海港务,,,82357.47,-82357.47,25358896.28,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,483
TX000484,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-29 10:19:00,上海建工集团,,241670.85,,241670.85,25600567.13,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,484
TX000485,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-11-29 14:46:00,报关行甲,,,95674.41,-95674.41,25504892.72,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,485
TX000486,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-01 08:48:00,上海建工集团,,124831.37,,124831.37,25629724.09,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,486
TX000487,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-01 08:25:00,现金,,110022.57,,110022.57,25739746.66,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,487
TX000488,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-01 09:12:00,江苏锦祺供应链,,127401.44,,127401.44,25867148.1,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,488
TX000489,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-02 17:21:00,上海港务,,,154245.2,-154245.2,25712902.9,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,489
TX000490,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-03 18:20:00,西轮国运代理,,224036.99,,224036.99,25936939.89,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,490
TX000491,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-05 18:51:00,北京诚栋集成房屋,,266594.59,,266594.59,26203534.48,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,491
TX000492,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-06 17:21:00,合肥中南光电,,322579.58,,322579.58,26526114.06,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,492
TX000493,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-06 08:01:00,物流仓储乙,,,105893.77,-105893.77,26420220.29,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,493
TX000494,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-07 13:10:00,燃油供应公司,,,23444.21,-23444.21,26396776.08,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,494
TX000495,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-07 09:22:00,上海建工集团,,99983.18,,99983.18,26496759.26,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,495
TX000496,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-08 10:42:00,江苏锦祺供应链,,278457.02,,278457.02,26775216.28,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,496
TX000497,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-08 12:52:00,物流仓储乙,,,89401.45,-89401.45,26685814.83,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,497
TX000498,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-09 15:35:00,燃油供应公司,,,166393.79,-166393.79,26519421.04,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,498
TX000499,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-09 12:00:00,江苏锦祺供应链,,221260.99,,221260.99,26740682.03,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,499
TX000500,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-09 13:09:00,中远海运,,,167286.66,-167286.66,26573395.37,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,500
TX000501,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-10 09:03:00,北京诚栋集成房屋,,376041.16,,376041.16,26949436.53,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,501
TX000502,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-11 10:57:00,上海港务,,,72187.14,-72187.14,26877249.39,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,502
TX000503,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-12 11:28:00,上海港务,,,136839.52,-136839.52,26740409.87,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,503
TX000504,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-13 11:20:00,西轮国运代理,,362391.32,,362391.32,27102801.19,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,504
TX000505,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-13 09:51:00,中远海运,,,35873.02,-35873.02,27066928.17,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,505
TX000506,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-13 11:36:00,报关行甲,,,171810.93,-171810.93,26895117.24,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,506
TX000507,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-14 11:01:00,合肥中南光电,,379081.25,,379081.25,27274198.49,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,507
TX000508,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-14 13:13:00,西轮国运代理,,289520.41,,289520.41,27563718.9,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,508
TX000509,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-14 15:13:00,合肥中南光电,,264229.7,,264229.7,27827948.6,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,509
TX000510,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-12-15 12:18:00,西轮国运代理,,382620.93,,382620.93,28210569.53,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,510
